stock
20
50
60
70
100
120
140
150
155
210
230
240
270
370
480
490
640
660
670
720
810
815
880
990
1040
1060
1070
1120
1130
1200
1230
1250
1340
1390
1430
1450
1460
1500
1510
1530
1570
1630
1680
1720
1725
1790
1800
1820
1880
1940
2020
2030
2240
2310
2320
2350
2380
2390
2710
2790
2810
2840
2900
2960
2990
3000
3030
3070
3090
3120
3200
3220
3230
3240
3300
3410
3470
3520
3530
3540
3545
3550
3570
3580
3610
3690
3850
3920
4000
4020
4170
4250
4360
4370
4380
4430
4490
4690
4700
4800
4980
4990
5010
5070
5090
5180
5250
5300
5380
5385
5387
5390
5420
5440
5490
5500
5610
5690
5720
5810
5830
5930
5935
5940
5950
6040
6060
6110
6120
6260
6280
6360
6400
6405
6650
6740
6800
7160
7310
7340
7460
7570
7690
7700
7810
8060
8350
8490
8560
8730
8770
8930
9150
9160
9290
9420
9450
9540
9680
9830
9970
10050
10060
10120
10130
10140
10620
10690
10780
10950
10955
11000
11170
11200
11700
11760
11780
11785
11790
11930
12330
12450
12510
12630
12750
14680
14820
15760
15860
16360
16580
16590
16710
16800
17390
17670
17800
17810
17940
17960
18470
18670
18880
19170
20000
20120
23590
25000
25540
25860
26890
28050
29460
29530
30000
30200
33240
33780
35150
36460
